高楼上谁穿着青袍眺望，就像望春台边随风飘扬的青旗。	青旂遥倚望春台	青山遥望下邳门	春旗已在望春台	旌旗遥倚望春台
暂时分手希望你们不要踌躇。	暂时分手莫踌躇	暂时分手思难任	暂时分手惜多违	暂时分手莫相违
腾云驾雾如闪电。	排空驭气奔如电	蒙尘猎骑奔如电	铺排剑戟奔如电	飞云撇空若奔马
谁能说乱离之苦只有燕子。	能说乱离惟有燕	多情惟有堂前燕	撩乱绕楼唯有燕	惟有一双新燕飞
闺房之中不见了张敞画眉。	走马台边人不见	走马兰台不当春	知在台边望不见	东望金台人不见
侧面看，鲜艳的花色闪烁不定。	转侧看花花不定	著意看花花不语	看花不见折花人	看花不合在花间
宴席已散，粉雕玉琢的花儿也开始蔫败萎凋。	嫣红落粉罢承恩	蜡红枝上粉红云	嫣红篱落粉机明	妖艳承恩粉黛羞
下帷苦读就算到了白头又有什么用！	白首下帷复何益	白首缁帷不下坛	白首何惭报主身	白衣人至复何忧
长生殿建得高耸入云。	长生秘殿倚青苍	梵王宫殿倚青冥	桂宫兰殿倚穹苍	九铃殿宇倚青霄
蜀国卧龙空自忠心耿耿。	下国卧龙空寤主	圣主忧时起卧龙	下国卧龙空误主	三愿深恩起卧龙
诸先帝陵寝松柏蒙受胡尘而使人悲哀。	五陵松柏使人哀	五陵松柏欲栖鸦	平陵松柏人谁问	五陵松柏惨风尘
只有我独自一人面对着薰香和绣被。	绣被焚香独自眠	宿火添香独自眠	扫地焚香独自闲	翠被薰香独自眠
伤时感世的诗人至今未回还。	词客哀时且未还	词客哀时怨迟暮	狂客经年且未还	罢吟未免哀词客
悲叹昔日还在园林里游玩的情景。	迟日园林悲昔游	来日园林还昔主	日涉园林怀抱欢	重过园林续胜游
幕下将领们盼望塞外草枯。	幕下诸将思草枯	帐下健儿思草枯	露布不烦诸将草	幕下诸公醵饮迟
沿青溪几回弯曲才到桃林。	青溪几度到云林	春风几度到钟山	几度青枫林下过	几度云山几度溪
我穿行于花丛之中，沿着绿柳，不知不觉间来到了前面的河边。	傍花随柳过前川	傍花随柳亦前缘	傍花随柳待他时	望花随柳过前川
天边的云卷云舒。	天际晴云舒复卷	天际微云乍卷舒	诗卷云烟舒复卷	水面晴云自卷舒
只有牡丹最奇艳。	此种人间擅最奇	天下人间无此奇	此是人间第一奇	人间一事最幽奇
决不投身官场，成为世间利禄之人。	怕作乾坤窃禄人	乾坤谁是百年人	终作乾坤不朽人	作客乾坤生计拙
心中郁闷，我放下杯筷不愿进餐。	停杯投箸不能食	停杯不饮效东坡	停杯不饮槊空横	食箸不停资大嚼
来到窦员外新居之处突然喜笑颜开。	到君居处暂开颜	与君何日得开颜	出游随处一开颜	与君相见暂开颜
惶恐滩的惨败让我至今依然惶恐。	惶恐滩头说惶恐	亦曾惶恐滩头宿	惶恐滩灵勿惶恐	路从惶恐滩头过
滨临江边的独树旁，夜里泊着孤船。	独树临江夜泊船	独戍临江夜泊船	独树临江晚泊船	独木江头缆客船
傍晚时来到铺满大雪的山城关界。	雪满山城入暮关	雪山横卷城闉入	雪满关山路不分	雪满山城惊岁暮
千万不要学小儿女离别时悲悲凄凄。	慎勿却效儿女悲	课儿慎勿掷居诸	慎勿轻为儿女态	不学楚人儿女悲
黄河能曲曲弯弯上通银河。	解通银汉应须曲	水通银汉识仙槎	应通天上银潢路	银汉应通万里槎
看她在长门宫里等汉武帝的宠爱。	照见长门望幸心	照见臣心水一条	照见先生一念心	照见离明万里心
当年我自己官为拾遗时。	我昔近侍叨奉引	曾叨近侍奔趋地	奉引拾遗叨侍从	曾奉郊宫为近侍
天上有五彩祥云笼罩。	五云垂晖耀紫清	云耀紫清五色殊	五云垂彩护金銮	五色云中紫极高
你迢迢征途在那火山东。	迢迢征路火山东	江路迢迢马首东	迢迢驿路此孤征	迢迢远道征鞭急
先生的才学胜过屈宋。	先生有才过屈宋	旷世才华追屈宋	蒙邑先生最有才	蚤以才名凌屈宋
而曲调的优雅更让人想起马融的笛赋中所用的词句。	赋就一篇怀马融	赋就登楼一怅怀	寄尔怀人赋一篇	赋就一篇诗得意
当风云际会的时候，当文王来拜师的时候，那是气如东海。	广张三千六百钓	甲子三千六百期	安得广张六百钓	为问三千三百六
想当初我自比万里长城， 立壮志为祖国扫除边患。	塞上长城空自许	万里长城谁自坏	万里长城空自坏	辞赵连城空自许
真个是后无继人前也不能成偶。	后者无继前无偶	后者安知前者难	后事无闻继者谁	了无前后亦无偏
这门前的航船啊，竟是从万里之外的东吴而来。	门泊东吴万里船	万里吴船泊下邳	漂泊东吴万里船	浅系东吴万里船
秦关北靠河山地势多么险要。	河山北枕秦关险	名城北枕台关险	太行西枕秦关险	河山北控古燕州
石林茅屋隔溪声。	石林茅屋隔溪声	石林茅屋望中迷	茅屋人家隔溪水	茅屋溪声阅涧毛
东风飒飒，阵阵细雨随风飘散纷飞。	飒飒东风细雨来	寒厓飒飒风雨至	萧飒风棂听雨来	飒飒西风晚雨稀
当年的子厚何必兴叹。	昔日愚溪何自苦	莫言昔日磻溪事	昔日只知贫病苦	昔日穷岗今竹溪
辜负你赤手缚虎自立战功。	负君赤手缚於菟	赤子犹思缚虎罴	负君赤手缚于菟	袖曾有缚于菟手
辜情已败露，无法幽会，暂时停止靠凤纸传达相思。	收将凤纸写相思	鸾笺劳汝写相思	锦笺欲写相思字	闲将故纸写家书
平安烽火一站站传入京城。	唯见平安火入城	空举平安火入云	蓬莱每望平安火	边民惯见平安火
渭水萦绕着秦关曲折地东流。	渭水自萦秦塞曲	地连渭水秦川近	汉水自流秦塞断	渭水寒流秦塞晚
碧绿的杨柳耸立在江堤上，红艳的野草渲染着滩头。	绿柳堤红蓼滩头	红蓼滩头黄叶下	绿蒲红蓼练塘秋	绿柳黄芦红蓼花
堤上夹道杨柳繁茂烟雨朦胧。	大堤杨柳雨沉沉	杨柳长堤细雨来	重城杨柳昼沉沉	大堤杨柳扫晴烟
广漠的郊野，草色青绿，看不见边际。	长郊草色绿无涯	长郊芳草绿无垠	连郊芳草绿生波	西郊生意绿无涯
敌营阴沉杀气直冲云霄。	虏塞兵气连云屯	秦兵百万气连云	汉将胡兵杀气连	九塞屯兵开朔漠
巍巍千山万岭白雪皑皑。	千峰万岭雪崔嵬	三峰万古碧崔嵬	晓云千嶂雪崔嵬	千嶂崔嵬雪里看
流莺数声令人热泪沾衣。	流莺数声泪沾臆	一闻乌啼泪沾臆	最苦流莺催泪易	琵琶声里泪沾裳
蜜蜂争相采集着花粉，蝴蝶也分享着花的芳香。	蜂争粉蕊蝶分香	蝶衔花蕊蜂衔粉	蜂蝶争偷百和香	蝶粉轻沾一蕊香
羡慕这小虫儿纯出天性。	羡他虫豸解缘天	笑他徐福本无缘	羡他天性少情人	百巧还他弗解禅
连日秋风，吹着我支离病骨。	数日秋风欺病夫	数日东风欺病骨	到官数日秋风起	老夫病起恰秋风
长安道上华美树木数不胜数。	长安陌上无穷树	长安陌上走红尘	长安陌上断行人	长安陌上花经眼
金人侵略者的命运已尽，应当去平定他们。	逆虏运尽行当平	氐运当兴襄遂穷	逆胡数尽固当平	天运行将返治平
对着东边的厨门，啼叫发怒要饭吃。	叫怒索饭啼门东	门东但哭耶娘饭	但得门东无叫怒	明日东门儿索饭
只要内心平静就能安然地把所在地当做家乡。	大抵心安即是家	万里心安即是家	会得安心即是禅	自在安身即是家
皇上重视儒术推崇孔丘孟轲。	柄任儒术崇丘轲	端由吾道自丘轲	强亲文墨事儒丘	硕儒学术本循良
那青山，那绿树，还是郁郁苍苍。	依旧青山绿树多	隔岸青山绿树多	依旧青山碧水流	青山绿树旧时家
淡泊的妆容仿佛西子一般。	淡薄似矜西子妆	淡薄如矜西子妆	西子为谁浓淡妆	淡妆西子瘦何如
推敲《尧典》《舜典》的古奥文字。	点窜尧典舜典字	谟典篇章劳点窜	授时尧典先精读	舜禹传心十六字
让我们去江城边上的酒馆，喝上三杯酒家自酿的好酒吧。	江城白酒三杯酽	浊酒三杯斟日月	潦倒江亭白酒杯	新𥬠白酒浮杯酽
仕路坎坷迟迟不能平步青云去。	青云未得平行去	可信青云路未平	不到青云志未休	一日青云得意回
深深知道，只要身在人世，情意地久天长永存。	深知身在情长在	深知身在情常在	也知同气情还在	身情长在暗相随
经雨芭蕉枝粗叶大，山栀更肥壮。	芭蕉叶大栀子肥	雨劈芭蕉叶叶开	栀子雨肥蕉叶大	芭蕉叶大垂杨绿
胡人又背着精坚的弓箭，骑着骄悍的战马入侵了。	筋干精坚胡马骄	胡儿胡马正骄肥	霜冷弓强铁马骄	泥马纵骄终少骨
我手持酒葫芦瓢，稳坐巴丘山。	我持长瓢坐巴丘	我正持斋坐道场	我玩箪瓢守故丘	我酌长瓢从漫叟
美丽的容颜还不如乌鸦的姿色。	玉颜不及寒鸦色	玉颜原不及寒鸦	玉颜谁道不如鸦	可怜颜色似寒鸦
人世的升降是瞬息即变。	世间荣落重逡巡	世间莫便伤沦落	世间荣落逡巡事	翻嗟浮世谩逡巡
结果被杀死在羽山荒野。	终然夭乎羽之野	昂然独立羽毛鲜	轩然羽翼更何之	终然野鹿江鱼性
清明时节，桃红李白，含笑盛开。	佳节清明桃李笑	又到清明桃李开	佳节清明逢客路	桃夭李艳清明近
燕山的雪花其大如席。	燕山雪花大如席	燕山雪花大如手	洛城雪片大如手	当年雪片大如席
清清的渭水向东流去，而玄宗所在的剑阁是那么深远。	清渭东流剑阁深	渭水东流连二汉	独馀清渭向东流	清渭东来剑阁长
它得到扶持自然是神明伟力。	扶持自是神明力	阴有神明巨力扶	不是神明扶正直	自有神明扶信义
却又要拖家带口登船去远行。	又将家上铁头船	全家送上渡头船	又拿杨子渡头船	布帆春上石头船
已经有一百多天，逃窜荆棘丛下。	已经百日窜荆棘	穷乡荆棘已多年	三日不谈荆棘生	百年荆棘已生春
万里晴空下款款的春风将落下的花瓣吹拂得四处飞舞。	晴风荡漾落花飞	风漾落花春欲去	绿波晴漾彩帆飞	芳风摇荡雪花飞
京城深秋捣衣声到晚上更多。	御苑砧声向晚多	砧声偏向夜凉多	曲卷砧声向晚多	草色泉声向晚多
谁说花儿凋零不令人生起怜爱之情呢。	谁道飘零不可怜	总是飘零绝可怜	岁月飘零谁与怜	谁信飘零不染尘
故园什么地方的风轻轻地吹拂着杨柳。	故园何处风吹柳	故园何处梅花发	故人何处哭秋风	故园何处草如云
惭愧呀魏公你如此看重又宴请了我。	不堪丞相延东阁	相府旧开延士阁	久矣不堪东阁客	已教丞相开东阁
桃花、杏花开满枝头却毫不拥挤，既不太稀，也不太密，显得疏密得当。	圆尖作瓣得疏密	疏疏密密俱成阵	疏疏密密自分张	低枝留得稀疏朵
四更天初至时，北风带来一场大雪。	北风吹雪四更初	北风吹雪正微茫	一夕北风吹雪来	正是朔风吹雪初
只是那音调嘶哑粗涩实在难听。	呕哑嘲哳难为听	蛮音啁哳初难辩	忙杀呕哑百舌儿	语禽嘲哳非无意
进宫时刚十六，现在已是六十。	入时十六今六十	浮生七十今六十	我生七十君六十	六十八去七十岁
树梢上裹着朦胧的云雾，树根浸着厚厚的寒冰。	上含非雾下含冰	非雾远含崧树晓	贮云含雾到封川	清光上下含虚碧
向东而望，汉水东连着扬子津。	汉水东连扬子津	汉江江水水连天	渭水东流连二汉	汾水东流连朔塞
暮春三月花败又花开。	三月残花落更开	三月林花落复开	三月江南花乱开	珠树三花落更开
汉朝时鸿都门观经尚且拥塞。	观经鸿都尚填咽	填咽都门龙御回	鸿都文学先经术	曾共谈经数典填
全世界漫天烟尘让疾驰奔走的路人眯着眼睛。	一世竞驰甘睬目	懒向浮名竞驰逐	一世称讥同死灰	举世争驰势利场
庭院中的风雨持续到黄昏还未停止。	一庭风雨自黄昏	一犁烟雨自黄昏	满庭风雨易黄昏	一帘花雨自黄昏
绝代佳人与红艳牡丹相得益彰。	名花倾国两相欢	名花倾国占宫闱	名花倾国能相妒	名花倾国不凡材
如今看天上的浮云，即将飘然西去矣。	飘若浮云且西去	人生飘荡若浮云	不尽浮云任去来	风卷浮云去复来
牧童吹着短笛穿衣在水中洗浴。	牧童吹笛和衣浴	牧童吹笛集村腔	牧童吹笛唤归牛	牧童吹笛上高丘
映霜的残烛牵动相思，为什么偏有风帘阻隔。	风帘残烛隔霜清	官烛风帘彻夜明	西风似剪吹残烛	风帘不下夜灯残
曾经做过渑池主簿百姓知否。	曾为县吏民知否	不知县吏清平否	洛阳县令曾知否	折狱也曾为俗吏
我是百忙之中的一个闲人。	百忙之际一闲身	百身还只一身忙	不将忙事扰闲身	只得忙中一半闲
说到底息国灭亡究竟是因为何事。	至竟息亡缘底事	毕竟殉身缘底事	至用榴皮缘底事	兴亡毕竟缘何事
 舞姿矫健敏捷，恰似天神驾龙飞翔。	矫如群帝骖龙翔	骑龙驾虎任翱翔	群仙跨之来翱翔	矫矫群龙蛰不飞
千里边防线上都平安无事。	沿边千里浑无事	万里中原无事日	春来里巷浑无事	地方千里我无事
宫门深锁宫女无尽的苦寂何日终了！	堪锁千年白日长	千尺游丝白日长	占断千年日月闲	千年赤日恣消磨
石门就像《桃花源记》里描写的那样，到处是溪水绕着桃花。	石门流水遍桃花	石盘流水映桃花	过门流水带桃花	流水桃花小洞春
北风席卷大地吹折了白草。	北风卷地白草折	动地箕风白草乾	北风吹沙地欲裂	北风卷地扫寒林
正当此时江中月亮刚刚还在初升起。	是时江月初生魄	到时江月雪中明	酒醒应是月生初	三秋似月才生魄
宫中用于记时的玉制漏壶显示过了三刻。	宫中玉漏下三刻	宫门玉漏花中听	长信宫中玉漏微	铜壶玉漏金门下
慢揉快拨十分得心应手。	言迟更速皆应手	老来得手莫言迟	开谢莫言机太速	君行迟速何须问
碎叶城西的天空中一轮秋月高高悬挂。	碎叶城西秋月团	碎影点窗秋月满	碎叶城秋起阵鹅	明月团团湖水秋
崤山二陵的风雨从东边飘来。	二陵风雨自东来	二陵风雨过中条	巴渝风雨自东来	至今风雨自西来
光阴如梭，人面渐老，劝那扫花的人，还是不要扫那落花吧！	可惜落花君莫扫	落花莫惜西风扫	落花莫遣东风恼	君去落花应自扫
屋檐上栖息着许多小燕雀，羽翼都已长成。	檐牙燕雀已生成	棠阴燕雀半生成	檐牙燕雀半生成	飞飞燕雀共生成
如果下雪了却没有诗文相合，也会非常的俗气。	有雪无诗俗了人	有诗无雪事何堪	有诗无酒不诗人	有诗有酒须人胜
点燃了灯烛频频回顾身影。	手爇寒灯向影频	破榻寒窗灯影畔	心寒未灭馀灯影	寒香勤向影堂烧
银烛朝天光照京郊路长。	银烛朝天紫陌长	西使朝天紫陌长	银烛熏天紫陌长	紫陌朝天候晓凉
正趁着太阳落下的短暂时间，拼命的高声歌唱，园子里一片蝉叫声。	遍催万树暮蝉鸣	万树千蝉鸣碧柳	万树鸣蜩送子行	万树鸣蝉隔岸虹
天未明时，当地的驻军已开始活动起来，号角声起伏悲壮。	五更鼓角声悲壮	五更残漏角声悲	五更推枕角声哀	五更鼓角动悲声
不再有宫中鸡人，报晓敲击更筹。	无复鸡人报晓筹	绛帻鸡人报晓筹	不用鸡人报晓筹	无复鸡人彻曙催
孩子们啊，人们从事的职业并无高低贵贱，但意志都必须坚强。	业无高卑志当坚	壮无事业安言志	高邮女子志何坚	平生志业无高论
远远看见，正殿闪动人影启开珠帘。	遥窥正殿帘开处	遥知老监开奁处	遥想绛帷开讲处	遥知水部开椷处
牡丹气质高雅是花中的佼佼者。	牡丹花品冠群芳	六花先出压群芳	牡丹尊贵出群芳	牡丹开尽群芳少
你游历到哪里呢。	君安游兮西入秦	老大辞家西入秦	君入荆兮我使秦	匹马西游入陇秦
和你相会欢乐无涯。	与君相会欢无涯	与君相见即相别	与君相见即相欢	与子相好情无涯
人在世上，繁花如梦，俯仰之间，重滔覆辙者比比皆是。	人间俯仰成今古	人间俛仰成今古	中原俯仰成今古	人生俯仰成今昔
就该把虚名抛向身外处。	虚名拨向身之外	一身之外总虚名	一身之外总为他	身外虚名将底用
恰好这天虎豹被关禁闭。	是日清都虎豹闲	万戟晴开虎豹闲	帝在清都虎豹关	力扣清都虎豹关
初春的杨柳含裹着缕缕云烟。	娇春杨柳含缃烟	翠娇杨柳暗如烟	庭前杨柳含烟重	娇春杨柳含细烟
江边上居住的大部分是以捕鱼为生的人。	江干多是钓人居	本是钓鱼船上人	磻溪不是钓渔人	江干多是老渔翁
绛唇一启，便是叹息，叹息你的离去。	欲叹离声发绛唇	况有清歌激绛唇	离人欲折还惊叹	绛唇寂寞独含情
我和客人下马在船上饯别设宴。	主人下马客在船	主人不到客且去	主人爱客车马过	主人不醉下楼去
全国上下沉浸在一片歌舞升平之中。	万国笙歌醉太平	万姓讴歌乐太平	万国同风乐太平	笙歌宛转太平讴
相识的全是城中的豪门大户。	城中相识尽繁华	都中文物旧繁华	都城无处不繁华	眼中相识尽相送
那边城地区的夜里多有思乡而哀愁的梦。	边城夜夜多愁梦	边塞断魂愁夜夜	夜愁和月堕边城	梦中夜夜上青城
人老了，还把鲜花戴在头上。	人老簪花不自羞	花不羞人人自羞	老来羞以帽簪花	人老簪花却自羞
想要给你寄御寒的冬衣，又怕你不再回家。	欲寄君衣君不还	欲寄予声无使还	欲寄远书还不敢	寄心赠君君不有
永王在至德三载三月出师东巡。	永王正月东出师	六月王师晓出征	东师飞度取降王	我皇六月东出师
衣服沾满尘土最终要换下呵。	客衣尘土终须换	客衣尘土翛然净	抛将尘土落人衣	客子风尘换敝貂
登上望仙楼台，盼望着临幸的君王。	望仙楼上望君王	试上望京楼上望	望仙楼上晚妆妍	望仙楼上望朝霞
如今见到的黄河，一下子浊浪掀天。	掀天浊浪只须臾	掀天巨浪震漓江	掀天骇浪海涛生	海浪掀天须破贼
请求友人将他上面讲的话请他们两人评一评。	试乞二公评我说	主人公诺听我说	闻说远公能馆我	试问陶公忆我无
随意准备些酒菜，为的是边吃边聊。	草草杯盘共笑语	草草杯盘款款斟	草草杯盘供笑语	草草杯盘供一笑
五十年的光阴，真好比翻一下手掌。	五十年间似反掌	十五年间真一梦	五十年间此一回	五十年间几甲午
你将到千里之外我自然产生别怨。	怨别自惊千里外	三千里外情人别	怨别自惊千里雁	从此别离千里外
秦人多半死在长城脚下。	秦人半死长城下	秦人万里筑长城	胡儿冻死长城下	长城终古怨秦皇
乱云就像猛兽奔涌出山前。	乱云如兽出山前	乱山云雾迟前路	山中乱云如雪屋	乱山如浪涌云中
年年风吹雨淋又长新绿苔。	风雨年年上绿苔	风雨年年长绿苔	年年春雨长莓苔	春雨年年长绿苔
辽国国主若是问起你的家世。	单于若问君家世	若荷君家外台问	单于若问公家世	若到君家愧不如
年流传的朱弦没有这种悲哀。	千载朱弦无此悲	千载能无慕此觞	朱弦三叹无今古	牢落朱弦千载下
请你不要再吹奏前朝的曲子。	请君莫奏前朝曲	清商莫奏湘君曲	抚弦休奏前朝曲	请君一曲奏南风
我独自吟诗了大半天却还是没有过江。	半日孤吟未过江	半日吟诗登小阁	半载孤吟瘴水间	江上孤吟过一春
背着人脉脉不语，她将去向何处。	背人不语向何处	不知别我向何处	此情不语何人会	背人不语为何事
最后竟然只用攻心之术就大败燕军。	竟凭儒术罢戈鋋	腐儒饥饿干戈际	衣冠直待见戈鋋	全凭儒术决边情
我却可以象姜太公和俪食其一样。	智者可卷愚者豪	智者不愚愚者智	仁者见仁智者智	拙者奔驰智者藏
鬓发稀疏的诗人，独自一人枯坐于屏风之间。	屏风围坐鬓毵毵	东风两鬓雪毵毵	晚风吹鬓影毵毵	不胜蓬鬓晚毵毵
年复一年地四处飘荡。	羽毛飘荡一年年	飘荡年年可暂休	飘泊年年颇恨身	书剑飘飘年复年
有客远来就用美酒招待。	客来满酌清尊酒	满酌清尊聊一醉	客来倾酒酒如泉	客来酌酒烹茶外
使人怅望而不可一论。	使人怅望何可论	佳人怅望何时见	驿使不逢空怅望	怅望佳人渺何许
金灿灿的，好像把太阳织在了垫子上。	舞阁金铺借日悬	月白金铺水阁开	合殿金铺尽日扃	水阁金荷斗日曛
巨大的鲸鱼在江面上吹起浪花，直喷高空。	大鲸驾浪吹长空	豪句大鲸秋驾浪	大舶浮空驾浪来	鲸浪驾风吹未散
深夜时分听到前殿传来按着节拍唱歌的声音。	夜深前殿按歌声	夜深听得笙歌响	夜深前殿有传呼	夜深前殿按歌归
南方人迷信凶兆吉祥。	南人鬼巫好禨祥	宜男袪鬼卜祥徵	鬼魔巫蛊工为祟	人间南北鬼揶揄
龙池杨柳沐春雨翠色更深。	龙池柳色雨中深	龙池柳色弄晴烟	柳色池塘带雨深	三月龙池柳色深
年老伛偻了的超逸乡贤。	伛偻丈人乡里贤	丈人知谢阮家贤	乡里丈人谁最贤	乡里衣冠未乏贤
退归闲暇的时候，我经常来这里。	官闲我欲频来此	我欲乘闲来问讯	儿时我亦频来此	我欲移家来住此
夜已经很深了，挂着秋千的庭院已是一片寂静。	秋千院落夜沉沉	长门月落夜沉沉	院落沉沉昼景寒	梧桐院落夜沉沉
神纵使赐福于我也难成功。	神纵欲福难为功	呼天欲报难为德	残民逞欲难为福	堪象神功为大武
沧州景州地区战云密布。	可惜前朝玄菟郡	归梦不知玄菟郡	玄菟郡中驰驷牡	叹惜前朝五寺僧
逃避乱世的不仅是商山四皓。	避时不独商山翁	避谤多时不到山	独有商山避世翁	避时不肯作秦民
这次远离家乡游历，不是为了口舌之贪。	此行不为鲈鱼鲙	到此漫为鲈鲙计	此行端不为鲈鱼	此行不为鲈鱼脍
独宿空房的滋味，真是太令人难以忍受了，珠泪点点滚下了她的香腮。	独宿孤房泪如雨	独宿空房泪如雨	独宿空斋夜雨流	拥衾独宿听寒雨
大鹏一日从风而起。	大鹏一日同风起	天地一息大鹏风	一任北风翻地起	大鹏飞起雪风吹
地处越绝之境的柳州，只见山峰万千，连绵不断。	越绝孤城千万峰	越绝孤城枕海湄	越绝千峰有别峰	孤店门前千万峰
雪花追着北风飞过铁关。	复逐胡风过铁关	又逐东风过小桥	霜风吹晓过潼关	胡尘突过剑门关
渔父唤儿进城打酒。	呼儿去换城中酒	笑道已呼儿贳酒	呼儿沽酒买溪鱼	来与乞儿换酒归
江湖上秋色深鳜鱼鲈鱼正肥。	江湖秋老鳜鲈熟	江涵秋老鲈鱼美	秋风东海莼鲈熟	蒪鲈秋借江湖色
船上的舟子都劝我去向僧伽寺祈祷，果然。	舟人共劝祷灵塔	舟人驱鳄话文公	野人共信神灵在	山灵应共川灵说
终于精疲力尽，染血的羽毛和雪亮的箭镞随着倾斜而下。	红翎白镞随倾斜	白布缠头两辫斜	壶校翻翎著箭斜	散插红翎玉突枝
目光随着游云追逐那夕阳。	望与游云奔落日	日边望气赤云奔	怅望浮云隐落霞	落日浮云聊望远
满头白发的老母亲再也不会到门口倚靠着柴门盼望我、看望我了。	白头无复倚柴扉	无复柴扉带月开	檐檐无事掩柴扉	长劳白发倚柴扉
这世上又有几人能够清闲安坐于屋内而扬眉自得。	几家清坐得轩眉	孤亭兀坐一轩眉	清轩小坐却如庵	清坐小亭丛竹近
人生识字便开始糊涂，写出了诗文都要还债。	口业不停诗有债	诗酒不知行有债	口业未偿诗有债	酒钱不足诗有馀
对着明镜般的洞庭湖描淡妆。	淡扫明湖开玉镜	洗净明湖镜里天	淡扫平湖十里光	湖上只开双玉镜
温柔的柳丝已知春的来临，又吐出嫩绿，泛起鹅黄。	预知春色柳丝黄	南园春色柳丝丝	暖烟黄柳知春到	不知杨柳将春色
有谁像诸葛亮鞠躬尽瘁， 率三军复汉室北定中原！	千载谁堪伯仲间	谁似公家伯仲间	千载竹林谁复起	千载夷齐伯仲间
他连蓑衣都没脱，就躺在草地上看天空中的圆月。	不脱蓑衣卧月明	卧月明中不脱蓑	不令衲子脱衣眠	蓑衣和月卧不醒
山的走势和江的流向都是由西向东的。	山势尽与江流东	江流东与海潮通	嵯峨山势枕江流	山川形势尽东南
一棵松柏从岩石上飞斜下来。	飞下岩前一枝柏	飞下岩前一株柏	剩有岩前一树松	风撼岩前紫桂枝
白雪似的杨花飘落覆盖浮萍。	杨花雪落覆白苹	杨花雪落东风软	江上杨花覆白苹	江上杨花覆白蘋
水面上微风回旋聚集着片片落花。	水面风回聚落花	水面浮来几落花	古洞风回聚落花	水面风回月满襟
在阴雨的天气里，山峦在细雨中迷蒙一片，也显得非常奇妙。	山色空蒙雨亦奇	山色空蒙雨气多	山色空蒙雨更幽	山色空蒙寒食雨
今年二女已托人作媒。	今年次女已行媒	行年今已是七十	今年天子又行边	今年二月停行跸
开阔的江面，明月高悬，不时传来猿猴的悲鸣。	满川明月一猿哀	明月空山老鹤哀	满江明月一钩沈	一方明月满琴川
我要为你创作一首新诗《琵琶行》。	为君翻作琵琶行	琵琶送酒为君弹	为君翻作雨云台	无人为写琵琶恨
变幻不定，就像现今的社会局势动荡不安。	江上晴云杂雨云	岭云将雨海云晴	江上晴云起岛山	江上浓云挟雨来
满怀幽情，都想谈谈宫中忧愁的事。	含情欲说宫中事	欲书人鸟宫中事	老尼闲说宫中事	含情欲诉心中事
京口和瓜洲之间只隔着一条长江。	京口瓜洲一水间	一帆烟水离京口	京口瓜州指顾间	樊口齐安一水间
欢喜到极点的时候忧愁就无比繁多。	欢乐极兮哀情多	欢乐苦少哀情多	告诉不尽哀情多	触绪欢哀不了情
挽成湘夫人的十二髻鬟。	绾结湘娥十二鬟	翠黛春云十二鬟	鬓绾湘娥十二鬟	翠绾参差十二鬟
最爱的就是远眺鹦鹉洲。	遥爱江中鹦鹉洲	便是江南鹦鹉洲	鹦鹉洲前怅望遥	芳草遥分鹦鹉洲
我还记得我们曾经一同来望月，而如今同来的你们又在哪勾留。	同来望月人何处	同来怅别人何处	何处曾经同望月	野人遥望归何处
韩信穷苦潦倒。	刘项存亡在两臣	刘项存亡指顾中	姓刘姓项今何在	全局存亡丞相表
坐着的孩子啼哭，会走路的孩子牵着我的衣服。	坐啼行哭牵人衣	更鲜牵衣啼向人	山下行人雨湿衣	原下行人望哭声
未免跪地挨打有苦向谁说。	未免捶楚尘埃间	捶楚尘埃秪自伤	尘埃未脱饥寒累	未甘白首尘埃地
隔着竹林，惟有山童捣制新茶时敲击茶臼的声音。	山童隔竹敲茶臼	竹泉引玉敲茶臼	山童隔竹煮新茶	隔竹已敲茶臼雪
机会来临，小猫也变大老虎！	当年颇似寻常人	当年颇记寻僧夜	要似当年人姓阳	当年只道寻常事
可是，这并不是风，或许就是大自然宁静的凉意吧？	时有微凉不是风	不有薰风亦自凉	微凉可爱是薰风	树有风声不觉凉
蒙承圣恩举步进入银台门。	承恩初入银台门	承恩初入词林日	一自承恩入建章	承恩屡入九重殿
秋风吹，带来几缕阶下决明的花香，书生闻着那慢慢变淡的花香，无法控制自己的情绪，落下了泪水。	临风三嗅馨香泣	谁能三嗅为清香	三嗅馨香徒自悲	三嗅馨香几欲泣
田家少女的歌声正在秋野飘荡。	蛮娘吟弄满寒空	满耳寒螀不是吟	水边吟思入寒空	满天寒雁语空冥
问这浮沉人世江湖。	为问只今江海上	借问江潮与海水	于今江海为谁留	惟有只今辽海上
紫盖峰绵延连接着天柱峰。	紫盖连延接天柱	天柱唯连紫盖峰	已宅连延紫盖椒	紫云华盖连中道
笋壳脱落时，听到簌簌悉悉的声音。	解箨时闻声簌簌	带雨常为簌簌声	簌簌幽篁解箨声	只馀坠箨不闻声
那刚飞出窝的小鸟更显得欢快，鸟啼声此起彼伏，悦耳娱心。	无数新禽有喜声	无数珍禽绕树鸣	无数啼禽竞好音	惟有珍禽无数飞
这种入骨销魂的愁恨。	须知入骨难销处	须知滴水也难消	须知令我难堪处	入眼方知骏骨难
目之所及茫茫一片白萍，心中更是凄苦愁闷。	白苹愁杀白头翁	白蘋愁杀白头翁	干戈愁杀白头人	白头波上白头翁
